"","SN_C1","SN_C2","SN_C3","SN_C4","SN_C5","SN_PD1","SN_PD2","SN_PD3","SN_PD4","SN_PD5"
"ENSG00000224931",3,0,1,4,1.612,8,0,0,6,5
"ENSG00000224932",0,0,0,0,0,0,0,0,0,0
"ENSG00000224933",0,0,0,0,0,0,0,0,2,1
"ENSG00000224934",81.432,81.19,80.238,148.251,56.329,139.517,53.302,98.327,120.455,114.829
"ENSG00000224935",0,0,0,0,0,1,0,1,2,2
"ENSG00000224939",4,1,1,5,2,5,0,4,6,4
"ENSG00000224940",64,37,46,119,83.001,105.999,24,44,69,60
"ENSG00000224942",0,0,0,0,0,0,0,0,0,0
"ENSG00000224943",0,0,0,0,0,0,0,1,0,0
"ENSG00000224944",15.852,5.539,7.12,13.535,7.972,8.197,5.815,11.098,9.722,8.192
"ENSG00000224945",43,28,34,61,30,41,48,28,32,57
"ENSG00000224946",0,0,0,0,0,0,0,0,0,0
"ENSG00000224947",0,0,0,0,0,0,0,0,0,0
"ENSG00000224948",0,0,0,0,0,0,0,0,0,0
"ENSG00000224949",0,0,0,0,0,0,0,0,0,0
"ENSG00000224950",17,7,8,19,3,16,9,17,12,14
"ENSG00000224953",0,0,0,0,0,0,0,0,0,0
"ENSG00000224955",0,1,0,0,0,0,0,0,0,0
"ENSG00000224957",17,16,15,36.002,15,33.683,6,17,24.16,16
"ENSG00000224958",0,1.116,8,5,4,4,4.864,1.583,6.684,10.128
"ENSG00000224959",0,1,0,1,0,0,1,1,0,0
"ENSG00000224960",0,0,0,0,0,0,0,0,0,0
"ENSG00000224961",4,0,1,0,1,1,1,0,0,4
"ENSG00000224962",0,0,0,0,0,0,0,0,1.001,1.005
"ENSG00000224963",19,27,26,21,29,20,6,18,22,13
"ENSG00000224964",0,0,0,0,0,0,0,0,0,0
"ENSG00000224965",3,4,2,9,7,7,3,5,4,5
"ENSG00000224966",0,0,0,0,0,0,0,0,0,0
"ENSG00000224967",1,0,1,3,1,2,2,0,2,1
"ENSG00000224968",0,0,1,0,0,1,0,0,1,0
"ENSG00000224969",0,1,0,3,0.971,2.998,0,2.998,0,5.116
"ENSG00000224970",0,1,0,0,0,0,0,0,0,0
"ENSG00000224971",0,0,0,0,0,2.145,0,0,0,0
"ENSG00000224972",2,0,2,2,0,2,0,1,1,0
"ENSG00000224973",0,0,0,0,2,1,1,2,0,0
"ENSG00000224975",88.116,56.327,60.416,95.207,51.272,96.522,58.165,55.437,87.846,73.817
"ENSG00000224976",6.327,5.277,0,5.285,3.179,2.102,1.049,4.192,6.273,6.36
"ENSG00000224977",1,0,0,1,1,0,0,0,0,0
"ENSG00000224978",0,0,0,0,0,0,0,0,0,0
"ENSG00000224980",0,0,0,0,0,0,0,0,0,0
"ENSG00000224981",8.999,4,8,11,5.999,12,5,9,13,11.999
"ENSG00000224982",21.435,10.209,14.123,11.686,6.169,15.011,1.045,23.194,15.7,24.112
"ENSG00000224984",1,0,0,0,0,1,0,0,1,0
"ENSG00000224985",18,16,14,34,8,19,12,17,11,8
"ENSG00000224986",1,4,6,13,4,3,11,9,6,9
"ENSG00000224987",0,0,0,0,0,0,0,0,0,0
"ENSG00000224988",1,0,2,0,1,3,1,1,0,0
"ENSG00000224992",2,1,0,4,2,1,0,0,2,2
"ENSG00000224993",1.019,0,0,1.019,1.015,0,0,1.018,0,0
"ENSG00000224995",1,0,0,0,0,0,0,0,0,0
"ENSG00000224999",0,0,0,2,0,0,0,0,0,0
"ENSG00000225000",1,0,0,2,0.959,0,0,2,0,0
"ENSG00000225002",0,0,0,0,0,0,0,0,0,0
"ENSG00000225003",0,0,0,0,0,0,0,0,0,0
"ENSG00000225005",13.99,11.294,12.268,13.418,6.147,8.7,7.321,16.162,22.363,19.898
"ENSG00000225006",0,0,0,0,0,0,0,0,0,0
"ENSG00000225007",0,0,0,2,1,0,2,1,0,0
"ENSG00000225008",1.003,0,1,1.003,1,4.207,3,0,0,6.031
"ENSG00000225011",0,0,0,0,0,0,0,0,0,0
"ENSG00000225012",0,0,0,0.995,0,0,0,1,0,0
"ENSG00000225014",0,0,3.043,0,2.031,3.032,3.035,4.015,1.007,3.025
"ENSG00000225017",0,0,0,0,0,0,0,0,0,0
"ENSG00000225018",0,0,0,0,0,0,0,0,0,0
"ENSG00000225022",0,1.029,0,0,0,1.02,1.03,2.053,0,0
"ENSG00000225024",0,0,1,0,0,0,0,0,0,0
"ENSG00000225025",0,0,0,0,0,0,0,0,0,0
"ENSG00000225026",1.015,1.015,0,0,0,0,1.008,0,2.056,1
"ENSG00000225027",1,0,0,0,0,0,0,0,0,0
"ENSG00000225028",1,0,0,0,4,0,0,0,3,1
"ENSG00000225030",1,0,0,0,0,1,1,0,0,0
"ENSG00000225031",90.06,61.58,83.067,114.848,55.067,81.907,65.574,100.213,82.924,95.246
"ENSG00000225032",72,67,92,110,59,97,58.01,67,91.001,67
"ENSG00000225036",0,0,2,0,2,2,0.908,1,3,1
"ENSG00000225037",0,0,0,0,0,0,1,0,0,0
"ENSG00000225039",0,0,1,3,0,2,0,1,1,0
"ENSG00000225043",2,0,0,0,0,0,0,0,0,0
"ENSG00000225044",0,0,0,0,0,2.231,0,1,0,0
"ENSG00000225045",0,0,0,0,0,0,0,0,0,0
"ENSG00000225046",0,0,0,0,0,0,0,0,0,0
"ENSG00000225050",0,0,0,0,0,0,0,0,0,0
"ENSG00000225051",20,36,42,49,25,51,68.987,47,50.004,79
"ENSG00000225053",0,0,0,0,0,0,0,0,2.01,0
"ENSG00000225055",0,0,0,0,0,0,0,0,0,0
"ENSG00000225056",4,1,7,8,2,7,8,7,4,6
"ENSG00000225057",4.943,1,3.003,6.001,3.001,11.005,1,0,3,0
"ENSG00000225058",0,0,1,0,0,0,0,0,0,0
"ENSG00000225062",18,2,3,10,2,7,6,3,6,5
"ENSG00000225063",0,0,0,1,0,0,0,0,2,2
"ENSG00000225064",0,0,0,2,0,5,2,0,0,0
"ENSG00000225066",0,0,0,1,0,0,0,0,0,0
"ENSG00000225067",1.121,1.183,0,0,1.132,2.36,2.022,0,0,0
"ENSG00000225069",0,0,0,0,0,0,0,0,0,0
"ENSG00000225071",1.344,0,0,1.325,4.464,0,1.339,0,0,0
"ENSG00000225072",0,0,0,0,0,0,0,0,0,0
"ENSG00000225075",0,0,0,0,0,0,0,0,1,0
"ENSG00000225076",0,0,0,0,0,0,0,0,0,0
"ENSG00000225077",5.365,4.124,6.903,8.156,4,9.464,2.019,9.768,7.476,5.078
"ENSG00000225078",0,0,0,0,0,0,0,0,0,0
"ENSG00000225079",0,1,0,1,1,2,0,1,0,0
"ENSG00000225080",0,0,0,0,1.267,2.375,0,1.168,1.412,0
"ENSG00000225082",0,1,0,1,0,2,2,1,1,0
"ENSG00000225083",11,4,10,12,6,10,6,5,5,3
"ENSG00000225084",0,0,0,0,0,0,0,0,0,0
"ENSG00000225085",0,0,0,0,0,0,0,0,0,0
"ENSG00000225087",0,0,0,2.238,1.032,3.735,0,2.415,1.189,1.163
"ENSG00000225091",0,2,1,2,1,1,0,2,0,2
"ENSG00000225092",1,0,1,3.264,1,1.002,0,1.138,1.169,2
"ENSG00000225093",5.018,1.002,2.004,3.054,2.003,2.005,0,3.005,2.006,4.016
"ENSG00000225094",1.005,0,2.013,2.011,0,1.005,0,1.004,4.046,1.006
"ENSG00000225096",3,0,1,1,1,1.537,0,1,2,1
"ENSG00000225098",2.022,0,0,1.004,1.011,0,0,2.012,0,1.014
"ENSG00000225099",0,0,0,0,0,1.003,0,1.005,0,0
"ENSG00000225100",0,0,0,0,0,2,0,0,0,0
"ENSG00000225101",13,4,0,7,5,2,0,12.872,10,2
"ENSG00000225102",0,0,0,0,0,0,0,0,0,0
"ENSG00000225105",0,0,0,1,1,0,0,0,0,0
"ENSG00000225106",1,0,0,0,0,0,0,0,0,1
"ENSG00000225107",0,0,0,0,0,0,0,0,0,0
"ENSG00000225108",0,3.021,0,2,3,1,0,1,1,1
"ENSG00000225110",252.083,102.359,133.038,538.549,368.604,368.993,53.591,279.954,475.582,165.482
"ENSG00000225111",1,1,0,0,0,0,0,2,0,0
"ENSG00000225112",0,0,1,0,0,1,0,0,0,0
"ENSG00000225113",0,0,0,0,0,0,0,0,0,0
"ENSG00000225116",0,0,0,0,1,0,0,0,0,0
"ENSG00000225117",0,0,0,0,0,0,0,0,0,2.013
"ENSG00000225118",0,0,0,0,0,0,0,0,0,0
"ENSG00000225121",0,0,0,0,0,0,0,0,0,0
"ENSG00000225122",0,0,0,0,0,0,0,0,0,0
"ENSG00000225123",1,0,0,1,0,1,0,2,1,0
"ENSG00000225124",0,0,0,0,0,0,0,0,0,0
"ENSG00000225125",64,41,66,84,40,93,12,45,77,75
"ENSG00000225126",0,0,0,0,0,0,0,1,0,0
"ENSG00000225127",35,35,18,49,16,60,21,21,63.001,25
"ENSG00000225128",0,0,0,0,0,0,0,0,0,0
"ENSG00000225129",1.04,1.035,3.776,6.766,1.839,3.17,1.986,3.696,1.259,6.267
"ENSG00000225131",11.292,0,0,6.157,1.021,1.015,0,0,1.013,3.077
"ENSG00000225133",0,0,1,0,0,0,0,0,0,0
"ENSG00000225137",1.158,1.232,0,2.44,4.14,2.454,1.156,1.164,2.559,3.695
"ENSG00000225138",420,663.002,347,607.001,485,430,224.999,570,577,241
"ENSG00000225140",463,639,634,606,235,590,728,558,643,1021
"ENSG00000225142",0,0,1,0,0,0,0,0,0,1
"ENSG00000225144",0,0,0,0,0,0,0,0,0,0
"ENSG00000225146",2,0,0,0,0,0,0,0,1,1
"ENSG00000225147",0,0,0,0,0,0,0,0,0,0
"ENSG00000225148",0,0,0,0,0,0,0,0,0,0
"ENSG00000225151",612.796,506.349,657.462,727.306,456.125,745.987,575.776,494.848,495.132,632.991
"ENSG00000225152",0,0,0,0,0,0,0,0,0,0
"ENSG00000225154",0,0,0,2.012,0,0,0,0,0,0
"ENSG00000225155",0,0,0,0,0,0,0,0,0,0
"ENSG00000225156",1,1,1,3,3,1,1,1,4,0
"ENSG00000225158",0,0,0,0,0,0,0,0,0,0
"ENSG00000225159",3.142,0,3.422,2.089,2.1,1.067,1.074,2.094,3.128,0
"ENSG00000225163",0,1,2,1,0,4,3,1,0,2
"ENSG00000225165",0,0,1.002,0,1.002,0,0,0,0,0
"ENSG00000225166",0,0,0,0,0,0,0,0,0,0
"ENSG00000225167",0,0,0,0,0,0,0,0,0,0
"ENSG00000225169",0,0,0,0,0,0,0,0,0,1
"ENSG00000225170",0,0,0,1.009,0,0,1.007,0,0,0
"ENSG00000225171",8,1,3,8,3,6,1,4,3,8
"ENSG00000225172",2.988,0,0,5.049,1.002,2.003,5.053,4,2,4.033
"ENSG00000225173",6.088,2,2.032,3.027,0,0.942,1.944,1.001,2.117,4.115
"ENSG00000225174",1,2,1,1,0,4,3,1,3,6
"ENSG00000225175",0,0,0,0,0,0,0,0,0,0
"ENSG00000225176",0,0,0,0,0,0,0,0,0,0
"ENSG00000225177",144,92,119,166,70,183.999,208.999,123,160.999,150.999
"ENSG00000225178",17.034,7.214,8.08,12.341,4.726,6.496,16.61,4.125,11.405,23.803
"ENSG00000225179",0,0,0,1,0,0,0,1,0,0
"ENSG00000225180",5,9,7,8,3,9,1,6,11,3
"ENSG00000225181",0,0,0,0,0,0,0,0,0,0
"ENSG00000225182",0,0,0,0,0,0,0,0,0,0
"ENSG00000225183",0,1,1,0,0,2,1,0,0,0
"ENSG00000225185",0,0,0,0,0,1.044,0,0,1.147,1
"ENSG00000225187",9,1,17,6,2,15,5,7,11,12
"ENSG00000225189",0,0,3.182,1,2.001,0,0,0,3,2
"ENSG00000225190",965.579,377.306,800.707,1244.318,517.413,1124.508,768.748,906.725,796.343,1073.863
"ENSG00000225191",0,0,0,0,0,0,0,0,0,0
"ENSG00000225192",6,1,3,5,1,3,3,7,2,1
"ENSG00000225193",4.005,6.009,11.007,14.005,6.002,8.465,5.004,6.398,16.004,13.003
"ENSG00000225194",198.136,160.742,149.907,222.171,110.339,191.546,47.049,115.576,189.249,108.897
"ENSG00000225195",0,1,0,1,0,0,1,2,1.028,0
"ENSG00000225196",0,0,0,0,0,0,0,0,1,0
"ENSG00000225198",0,0,0,0,0,0,0,0,0,0
"ENSG00000225200",3.068,4.088,0,1.901,2.037,1.019,0,1.017,4.124,2.056
"ENSG00000225203",0,0,0,0,0,0,0,0,0,0
"ENSG00000225205",32,12,23.002,17.07,12,19.958,11,20.242,21.08,34.671
"ENSG00000225206",40,23,22.001,51,25,30,27.002,29,54.006,45.999
"ENSG00000225208",2,3,0,7,2,2,1,1,1,0
"ENSG00000225209",0,0,0,0,0,0,0,0,0,0
"ENSG00000225210",84.264,46.089,88.697,153.333,50.306,80.896,61.197,94.075,79.956,86.763
"ENSG00000225212",0,0,0,0,0,0,0,0,0,0
"ENSG00000225213",5,5,5,11,5,11,0,7,8,3
"ENSG00000225214",0,1,0,1,0,0,0,0,0,0
"ENSG00000225215",2,1,2.002,3.008,0,1.001,5,3,1.006,4
"ENSG00000225216",2,7,0,2,2,1,0,0,0,0
"ENSG00000225217",181.518,94.34,183.29,416.481,109.65,224.82,335.758,180.281,162.888,335.29
"ENSG00000225218",0,0,0,0,0,2,0,2,0,3
"ENSG00000225221",0,0,0,0,0,0,0,0,0,0
"ENSG00000225222",0,0,0,0,0,0,0,0,0,0
"ENSG00000225224",4.275,1.001,4.003,2.709,2.001,2.565,8.016,3.003,3.003,3.003
"ENSG00000225225",1,0,0,0,0,0,0,0,0,0
"ENSG00000225226",11.687,9.002,14.01,22.544,13.039,6.737,3.998,15.545,5.352,9.672
"ENSG00000225230",0,0,1,0,1,1,0,1,0,0
"ENSG00000225231",8,7,14,13,40,25,10,16,14,21
"ENSG00000225233",1,0,0,0,0,1,0,0,0,2
"ENSG00000225234",8,6,1,5,3,7,5,3,2,5
"ENSG00000225235",0,0,2,1,0,0,0,1,0,0
"ENSG00000225236",0,0,0,0,0,0,0,0,0,0
"ENSG00000225238",0,0,0,0,0,0,0,0,0,0
"ENSG00000225239",0,0,0,0,0,0,0,0,0,1
"ENSG00000225240",0,0,0,0,0,0.997,2,0,1,1
"ENSG00000225242",0,0,0,0,0,0,0,0,0,0
"ENSG00000225243",0,0,0,1,0,1,1,0,0,2
"ENSG00000225244",0,0,0,0,0,0,0,0,0,0
"ENSG00000225246",1,0,0,0,0,2.756,1.002,1,1.007,1.004
"ENSG00000225249",0,0,0,1,0,0,0,0,0,0
"ENSG00000225251",1.573,0,1,0,0,1.983,3,0,0,3.014
"ENSG00000225253",0,0,0,0,0,0,0,0,0,0
"ENSG00000225254",0,0,0,0,0,0,0,0,0,0
"ENSG00000225255",2,0,0,0,0,0,0,0,0,0
"ENSG00000225256",0,0,0,0,0,0,0,0,0,0
"ENSG00000225258",0.955,2.14,0.965,1.974,1.002,2.106,0,0,6.167,3.065
"ENSG00000225259",0,1.248,1.237,4.325,1.127,3.55,0,1.561,0,0
"ENSG00000225263",0,0,0,0,0,1,1,0,0,1
"ENSG00000225264",32.288,19.719,25.514,59,22.449,50.485,29.571,26.698,41.537,30.253
"ENSG00000225265",33,38.999,33,55,39,49,16,37,36,27
"ENSG00000225267",0,0,0,0,0,0,0,0,0,0
"ENSG00000225269",0,0,0,0,0,0,0,0,0,0
"ENSG00000225270",0,0,1.098,0,2,0,0,1,0,4.999
"ENSG00000225271",0,0,0,0,0,0,0,1,0,1
"ENSG00000225272",0,0,0,0,0,0,2,0,0,0
"ENSG00000225275",0,0,0,0,0,0,0,0,0,0
"ENSG00000225276",0,0,0,0,0,0,0,0,0,0
"ENSG00000225279",8,10,4,11,6,9,6,6,7,4
"ENSG00000225280",0,0,1,2,0,0,0,0,0,0
"ENSG00000225284",0,0,0,0,0,0,0,0,0,0
"ENSG00000225285",26,9,13,12,10,2,5,10,12.001,9
"ENSG00000225286",0,0,0,0,0,0,0,0,0,0
"ENSG00000225287",0,0,0,0,0,0,0,0,0,0
"ENSG00000225289",0,0,0,0,0,0,0,0,0,0
"ENSG00000225292",8.125,9.729,3.08,4.994,4.009,5.467,2.944,4.343,11.468,12.324
"ENSG00000225293",0,0,0,0,0,0,0,0,0,0
"ENSG00000225294",0,1,0,0,0,0,0,0,0,0
"ENSG00000225295",1,1,4,3,0,1,2,2,0,0
"ENSG00000225297",0,1,0,1,0,0,0,0,0,0
"ENSG00000225298",0,0,1,0,0,1,1,0,1,0
"ENSG00000225299",2,1,1,3,0,1,0,3,3,2
"ENSG00000225300",16.336,11.331,16.604,23.935,16.631,10.52,9.267,9.249,27.632,21.534
"ENSG00000225302",107.223,66.584,95.801,116.082,78.947,117.527,48.473,110.785,145.24,130.762
"ENSG00000225303",1,0,0,0,0,0,0,0,0,0
"ENSG00000225304",0,0,0,0,0,0,0,0,0,0
"ENSG00000225308",0,0,0,0,0,0,0,0,2.007,0
"ENSG00000225310",0,0,0,0,0,0,0,0,0,0
"ENSG00000225311",0,0,0,0,0,0,0,0,0,0
"ENSG00000225313",27.005,11.425,30.242,36.564,18.635,29.745,14.361,23.5,47.778,40.938
"ENSG00000225314",0,0,0,2,0,0,0,0,0,0
"ENSG00000225315",1,1,0,0,0,0,0,0,0,0
"ENSG00000225316",0,0,0,0,0,0,0,0,0,0
"ENSG00000225321",94.271,45.623,62.428,78.799,41.212,82.34,30.339,79.126,107.069,94.278
"ENSG00000225323",0,0,0,0,0,0,0,0,0,0
"ENSG00000225325",1,0,1,2,0,1,0,1,0,0
"ENSG00000225326",0,0,0,0,0,0,0,0,0,0
"ENSG00000225327",0,0,0,0,0,0,0,0,0,0
"ENSG00000225328",0,0,1,0,1,0,0,1,1,0
"ENSG00000225329",4,3,1.052,4.033,5.999,4.002,3,6.001,4.927,2
"ENSG00000225330",4,1,0,3,1,1,0,0,2,2
"ENSG00000225331",84,29,39,84,18,61,15,45,66,24
"ENSG00000225333",1.001,3.018,4.01,6.025,0,4,2,2,6.026,1.005
"ENSG00000225334",0,2,0,0,0,0,0,0,0,1
"ENSG00000225335",21,22,23,40,20,19,12,28,24,25
"ENSG00000225336",0,0,0,0,0,0,0,1,1,0
"ENSG00000225337",0,0,1,0,0,0,0,1,1,0
"ENSG00000225338",1.007,4.037,0,2.015,0,2.013,0,1.006,3.024,1.005
"ENSG00000225339",782.135,442.207,460.323,892.938,319.323,626.778,364.159,515.776,556.076,494.194
"ENSG00000225341",0,1,0,2.699,0,1,0,0,0,0
"ENSG00000225342",26,17,14,26,13,20,2,23,25,16.916
"ENSG00000225343",1,1,0,0,0,0,0,0,2,0
"ENSG00000225344",0,0,0,0,0,0,0,0,0,0
"ENSG00000225345",178.021,83.688,130.238,215.006,127.531,316.888,54.937,322.009,185.682,157.533
"ENSG00000225347",0,0,0,0,0,0,0,0,0,0
"ENSG00000225349",1.261,0,2.015,1.264,0,0,0,2.917,0,1.217
"ENSG00000225350",0,0,0,0,0,0,0,0,0,0
"ENSG00000225352",0,0,0,0,0,0,0,0,0,0
"ENSG00000225354",0,0,0,0,0,0,0,0,0,0
"ENSG00000225355",0,0,0,0,0,1.003,0,0,1.003,0
"ENSG00000225356",1,0,0,0,1.054,0,0,0,0,1
"ENSG00000225357",0,0,0,0,0,0,0,0,0,0
"ENSG00000225358",2,4,5,6,0,9,7,2,6,12
"ENSG00000225359",0,0,0,0,0,0,0,0,0,0
"ENSG00000225360",6,2.998,2.423,3.002,3.255,2.22,0,4.002,1,4.001
"ENSG00000225361",20.81,21.292,20.046,52.214,26.435,38.528,26.555,32.937,30.427,57.588
"ENSG00000225362",2,1,1,3,1,0,1,0,0,1
"ENSG00000225364",0,0,0,0,0,0,0,0,0,0
"ENSG00000225365",1,2,4,3,0,2,1,1,1,2
"ENSG00000225366",3.567,3.174,8.369,7.15,2.426,7.866,5.894,2.637,11.667,3.863
"ENSG00000225369",0,0,0,0,0,0,0,0,0,0
"ENSG00000225370",4,1,8,2,4,5,4,11,10,2
"ENSG00000225371",0,0,0,0,0,0,0,0,0,0
"ENSG00000225376",25,18,25.999,25.001,13,25,6,9,30,16
"ENSG00000225377",41,33,50,71,40,57,39,33,63,59
"ENSG00000225378",0,0,1,1,0,0,0,0,0,0
"ENSG00000225380",1,0,0,1,0,0,0,0,1,0
"ENSG00000225381",0,0,0,0,0,0,0,0,0,0
"ENSG00000225383",29,9,13,20,10,12,26,8,14,32
"ENSG00000225384",0,0,0,0,0,0,0,0,1,0
"ENSG00000225385",0,2,0,3,0,0,0,0,0,1
"ENSG00000225386",1,3,7,3,6,2,1,1,5,4
"ENSG00000225387",0,1,0,1,0,0,0,1,0,0
"ENSG00000225391",2,1,3.174,2,0,0,0,0,1.999,2
"ENSG00000225392",0,0,1.012,0,0,0,0,0,0,0
"ENSG00000225393",2,0,3,4,0,0,1,3,3,3
"ENSG00000225394",0,0,0,0,0,0,0,0,0,0
"ENSG00000225396",0,0,0,0,0,0,0,0,0,1
"ENSG00000225397",0,0,0,0,0,0,0,0,0,0
"ENSG00000225398",2.99,4.496,5.178,5.476,2.229,2.31,2.401,5.892,0,6.619
"ENSG00000225399",13.674,10.14,6.754,8.568,4.18,8.306,16.884,8.894,11.827,18.92
"ENSG00000225400",1,0,0,1,0,1,0,1,0,0
"ENSG00000225401",1,0,0,1,1,1,2,0,4,1
"ENSG00000225402",0,0,0,0,0,0,0,0,0,0
"ENSG00000225404",0,0,0,0,0,0,0,0,0,0
"ENSG00000225405",0,0,0,0,0,0,0,0,0,0
"ENSG00000225406",0,0,0,0,0,0,0,0,0,0
"ENSG00000225407",0,0,0,0,0,0,0,0,0,0
"ENSG00000225408",14,10,15,26,6,19,5,18,11,27
"ENSG00000225411",38.63,17.924,21.431,33.077,10.245,29.824,33.298,18.192,26.28,33.342
"ENSG00000225413",0,0,0,0,0,0,0,0,0,0
"ENSG00000225415",1.924,0,0,0,0,0,0,0,0,1.223
"ENSG00000225416",1.01,0,0,1.008,0,0,0,1.008,0,0
"ENSG00000225417",0,0,0,0,0,0,0,0,0,0
"ENSG00000225418",0,0,0,0,0,0,0,0,0,0
"ENSG00000225419",0,0,0,4.063,0,4.931,0,0,0,1.034
"ENSG00000225420",9,4,4,9.001,1,5.051,6.038,10,6,12
"ENSG00000225421",0,0,1,1,2,0,0,0,0,0
"ENSG00000225422",1.098,0,2.479,0,1.136,1.079,0,4.361,1.078,0
"ENSG00000225423",2.029,0,1,1.003,0,2.027,0,0,2.013,2.018
"ENSG00000225424",0,0,0,0,0,0,0,0,0,0
"ENSG00000225427",0,0,0,0,0,0,0,0,0,0
"ENSG00000225428",0,0,0,0,0,0,0,0,0,0
"ENSG00000225431",6.333,1.024,5.217,3.838,1.974,2.622,0,1.022,3.078,1.972
"ENSG00000225433",0,0,0,0,0,0,0,0,0,0
"ENSG00000225434",15,0,3,14,3,4,4,4,5.09,6.925
"ENSG00000225437",0,0,0,0,0,0,1,0,0,0
"ENSG00000225438",0,0,0,0,0,0,0,0,0,0
"ENSG00000225439",306.001,177,232,435,212,409,160,318,254.001,237
"ENSG00000225442",0,1,1,2.02,0,1.01,3,0,1,0
"ENSG00000225443",0,0,0,0,0,0,0,0,0,0
"ENSG00000225444",0,0,0,0,0,0,0,0,0,0
"ENSG00000225446",45,52,35,33,21,54,13,37,58,52
"ENSG00000225447",20,14,26,25,11,22,16.001,14,18,38
"ENSG00000225448",0,0,0,0,0,0,0,0,0,0
"ENSG00000225449",160.031,142.784,90.306,259.029,96.676,164.224,15,113,315.936,145.047
"ENSG00000225450",7,1,1,3,1,0,2,4,6,5
"ENSG00000225451",0,2,1,3,1,4,0,0,1,0
"ENSG00000225455",0,1,0,0,0,0,0,0,0,0
"ENSG00000225457",1,0,0,0,0,0,0,0,0,0
"ENSG00000225458",0,0,0,0,0,1,0,0,0,0
"ENSG00000225460",0,3,2,6,0,0,0,1,4,3
"ENSG00000225462",0,0,0,0,1.001,0,0,0,0,0
"ENSG00000225465",1057.39,564.057,641.653,1065.668,871.777,1197.597,294.917,706.478,1115.733,883.617
"ENSG00000225466",0,0,0,0,0,0,0,0,0,0
"ENSG00000225469",0,0,0,0,0,0,0,0,0,0
"ENSG00000225470",599.492,467.336,317.294,400.177,204.668,641.966,372.813,246.846,390.126,485.808
"ENSG00000225471",2.85,1,1,0,0,0,0,0,0,1.553
"ENSG00000225472",44,38,48,85,38,77,61,27,52,87
"ENSG00000225473",4,6,6,5,8,7,6,6,9,8
"ENSG00000225475",0,0,0,0,0,0,0,0,0,0
"ENSG00000225476",0,0,0,0,0,0,0,0,0,0
"ENSG00000225477",0,0,0,0,1,1,0,0,1,2
"ENSG00000225478",0,0,0,0,0,0,0,0,0,0
"ENSG00000225479",0,0,0,0,0,0,0,0,0,0
"ENSG00000225480",0,2,0,5.371,0,0,0,0,3.664,1.415
"ENSG00000225482",0,0,0,0,0,0,0,0,0,0
"ENSG00000225483",0,0,0,0,0,0,0,0,0,0
"ENSG00000225484",764.56,380.739,576.409,973.923,356.043,844.353,338.902,523.489,636.894,735.932
"ENSG00000225486",0,0,0,0,0,0,0,0,0,0
"ENSG00000225487",0,0,0,0,0,0,0,0,0,0
"ENSG00000225488",0,0,0,1,0,0,0,0,0,1
"ENSG00000225489",46.851,31.268,55.935,61.295,17.679,46.283,41.017,47.149,64.14,69.638
"ENSG00000225491",0,0,0,0,0,0,0,0,0,0
"ENSG00000225492",36.708,22.02,19.18,28.146,16.362,41.682,33.016,23.027,28.863,34.484
"ENSG00000225493",0,0,0,0,0,0,0,0,0,0
"ENSG00000225496",0,0,0,0,0,1,1.002,0,0,0
"ENSG00000225497",1,0,0,0,0,0,0,0,0,0
"ENSG00000225498",5,0,2,4,1,3,0,0,3,0
"ENSG00000225501",0,0,0,0,0,0,0,0,0,0
"ENSG00000225502",0,0,0,0,1,0,0,0,0,0
"ENSG00000225505",0,0,0,0,0,0,0,0,0,0
"ENSG00000225506",56.071,43.58,51.097,69.438,32.011,75.048,49.449,59.08,70.711,68.539
"ENSG00000225507",0,1,1,3,0,2,1,1,0,2
"ENSG00000225508",0,0,0,0,0,0,0,0,0,0
"ENSG00000225509",0,0,0,0,0,0,0,0,0,0
"ENSG00000225510",0,0,0,1,0,0,0,0,0,0
"ENSG00000225511",2,3,8,18,4,5,1,3,1,6
"ENSG00000225513",2,1,1,3,0,0,0,0,1,0
"ENSG00000225514",0,1,0,0,0,0,0,0,1,1
"ENSG00000225516",0,0,0,0,0,0,0,0,0,0
"ENSG00000225518",20,15,4,27.952,11.997,15,4.058,6.564,10.78,5.733
"ENSG00000225519",1,0,0,1,0,0,0,0,0,0
"ENSG00000225520",0,0,0,0,0,0,0,0,0,0
"ENSG00000225521",0,0,1,0,2,3,0,0,1,0
"ENSG00000225522",0,0,0,0,0,0,0,0,0,0
"ENSG00000225523",0,0,0,0,0,0,0,0,0,0
"ENSG00000225526",4.188,3.016,2.042,10.092,7.34,13.425,5.788,3.239,15.728,7.323
"ENSG00000225527",1,2,1,0,2,0,0,2,1,4
"ENSG00000225528",3.05,0,4.139,4.937,2.119,0,0,0,1,0
"ENSG00000225530",0,0,0,0,0,0,0,0,1.001,0
"ENSG00000225531",16.385,13.838,3.187,7.599,9.581,10.539,6.537,12.834,8.731,8.57
"ENSG00000225532",1,0,0,1,0,0,0,1,1,0
"ENSG00000225533",2,2,1,2,1,1,0,2,3,0
"ENSG00000225535",0,0,0,0,1,0,0,0,0,2
"ENSG00000225536",1.004,0,1.003,1.001,1.001,1.055,4.011,0,0,0
"ENSG00000225537",0,0,0,0,0,0,0,0,0,0
"ENSG00000225538",0,0,0,0,0,0,0,0,0,0
"ENSG00000225539",0,0,0,0,0,0,1,0,0,0
"ENSG00000225541",7,4,6,5,2,8,6,6,5,2
"ENSG00000225542",0,0,0,0,0,1,0,1,0,0
